#Firmware: MS2/Extra 3.4.4 release  20201006 18:17BST(c)KC/JSM/JB    uS
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
1.0,1.0,0.0,0.0,18.51102,2288.1794
1.0,1.0,0.0,0.0,20.82828,2309.0078
1.0,1.0,0.0,0.0,17.52432,2326.5322
1.0,1.0,0.0,0.0,13.66332,2340.1956
1.0,1.0,0.0,0.0,13.21518,2353.4106
1.0,1.0,0.0,0.0,12.91686,2366.3274
1.0,1.0,0.0,0.0,13.88838,2380.2158
1.0,1.0,0.0,0.0,16.27956,2396.4954
1.0,1.0,0.0,0.0,22.374,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
0.0,0.0,0.0,0.0,0.0,2418.8694
